layer,tensors,elements,initial_mse,raw_best_mse,accepted_mse,raw_abs_delta,accepted_abs_delta,raw_rel_delta,accepted_rel_delta,elapsed_sec
0,4,262144,1.4237593404686777e-05,1.4083193946134998e-05,1.4083193946134998e-05,1.543994585517794e-07,1.543994585517794e-07,0.01084449135209562,0.01084449135209562,1.561612844467163
7,5,327680,4.07453604566399e-05,4.0558428008807826e-05,4.0558428008807826e-05,1.8693244783207639e-07,1.8693244783207639e-07,0.004587821674347557,0.004587821674347557,0.16046142578125
14,5,327680,4.41105970821809e-05,4.401105106808245e-05,4.401105106808245e-05,9.954601409845054e-08,9.954601409845054e-08,0.002256736944933887,0.002256736944933887,0.15779519081115723
35,4,262144,1.3070159639028134e-05,1.3039397344982717e-05,1.3039397344982717e-05,3.076229404541664e-08,3.076229404541664e-08,0.0023536280271251567,0.0023536280271251567,0.20312213897705078
