layer,tensors,elements,initial_mse,raw_best_mse,accepted_mse,raw_abs_delta,accepted_abs_delta,raw_rel_delta,accepted_rel_delta,elapsed_sec
0,4,262144,1.4237593404686777e-05,1.4237593404686777e-05,1.4237593404686777e-05,0.0,0.0,0.0,0.0,1.5014662742614746
7,5,327680,4.07453604566399e-05,4.07453604566399e-05,4.07453604566399e-05,0.0,0.0,0.0,0.0,0.13106226921081543
14,5,327680,4.41105970821809e-05,4.41105970821809e-05,4.41105970821809e-05,0.0,0.0,0.0,0.0,0.13555669784545898
35,4,262144,1.3070159639028134e-05,1.3070159639028134e-05,1.3070159639028134e-05,0.0,0.0,0.0,0.0,0.12711787223815918
