accepted_abs_delta,accepted_mse,accepted_rel_delta,candidate_count,chunks,device,elapsed_sec,elements,grad_clip,id,improved_chunks,initial_mse,log,lr,neighbor_candidates,optimizer_name,out,preset,raw_abs_delta,raw_best_mse,raw_rel_delta,restarts,result_dir,returncode,rotation_trick,scale_end,scale_start,stage,std,steps,strength,target_candidates,temp_end,temp_start,tensors,weight_decay
2.983723687874934e-08,2.9609651644730344e-05,0.001006671774872034,8,18,cuda:6,19.966718196868896,1179648,0.0,std_0.1,4,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/std_0.1/subprocess.log,0.05,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/std_0.1,tuned,-1.7746985273939952e-07,2.9816958734348493e-05,-0.0059876151524838606,1,runtime/gsvq_iquant_hparam/20260516-041814/search/std_0.1/20260516-042105_tuned,0,False,40.0,1.0,search,0.1,20,0.25,4,0.1,1.5,18,0.0
2.8838409586267433e-08,2.9610650472022826e-05,0.0009729725671538581,16,18,cuda:6,21.05859684944153,1179648,0.0,hard_lr01_steps50_c16,3,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr01_steps50_c16/subprocess.log,0.1,8,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr01_steps50_c16,tuned,2.8838409586267433e-08,2.9610650472022826e-05,0.0009729725671538581,1,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr01_steps50_c16/20260516-042327_tuned,0,False,40.0,1.0,search,0.01,50,0.25,8,0.1,1.5,18,0.0
2.368465680370352e-08,2.961580422480539e-05,0.0007990912697013318,8,18,cuda:5,20.50991415977478,1179648,0.0,cand_8_n8_t0,5,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/cand_8_n8_t0/subprocess.log,0.05,8,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/cand_8_n8_t0,tuned,2.368465680370352e-08,2.961580422480539e-05,0.0007990912697013318,1,runtime/gsvq_iquant_hparam/20260516-041814/search/cand_8_n8_t0/20260516-041944_tuned,0,False,40.0,1.0,search,0.01,20,0.25,0,0.1,1.5,18,0.0
1.8061453172576737e-08,2.9621427428436517e-05,0.0006093712764319505,8,18,cuda:6,20.329638242721558,1179648,0.0,steps_5,5,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/steps_5/subprocess.log,0.05,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/steps_5,tuned,1.8061453172576737e-08,2.9621427428436517e-05,0.0006093712764319505,1,runtime/gsvq_iquant_hparam/20260516-041814/search/steps_5/20260516-041903_tuned,0,False,40.0,1.0,search,0.01,5,0.25,4,0.1,1.5,18,0.0
1.6438813569646216e-08,2.9623050068039447e-05,0.000554625406507812,8,18,cuda:7,20.6809561252594,1179648,0.0,lr_0.01,4,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_0.01/subprocess.log,0.01,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_0.01,tuned,1.6438813569646216e-08,2.9623050068039447e-05,0.000554625406507812,1,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_0.01/20260516-041822_tuned,0,False,40.0,1.0,search,0.01,20,0.25,4,0.1,1.5,18,0.0
1.634190185642359e-08,2.962314697975267e-05,0.000551355724172542,16,18,cuda:3,20.089415073394775,1179648,0.0,cand_16_n4_t12,5,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/cand_16_n4_t12/subprocess.log,0.05,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/cand_16_n4_t12,tuned,1.634190185642359e-08,2.962314697975267e-05,0.000551355724172542,1,runtime/gsvq_iquant_hparam/20260516-041814/search/cand_16_n4_t12/20260516-042002_tuned,0,False,40.0,1.0,search,0.01,20,0.25,12,0.1,1.5,18,0.0
1.548323780298233e-08,2.962400564380611e-05,0.000522385452219774,16,18,cuda:7,21.061269521713257,1179648,0.0,hard_lr02_steps50_c16,2,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr02_steps50_c16/subprocess.log,0.2,8,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr02_steps50_c16,tuned,1.548323780298233e-08,2.962400564380611e-05,0.000522385452219774,1,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr02_steps50_c16/20260516-042327_tuned,0,False,40.0,1.0,search,0.01,50,0.25,8,0.1,1.5,18,0.0
1.1624656003226874e-08,2.9627864225605866e-05,0.000392201635111185,8,18,cuda:3,20.274561166763306,1179648,0.0,strength_0.05,5,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/strength_0.05/subprocess.log,0.05,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/strength_0.05,tuned,1.1624656003226874e-08,2.9627864225605866e-05,0.000392201635111185,1,runtime/gsvq_iquant_hparam/20260516-041814/search/strength_0.05/20260516-042022_tuned,0,False,40.0,1.0,search,0.01,20,0.05,4,0.1,1.5,18,0.0
1.0016568315528108e-08,2.9629472313293565e-05,0.00033794672895804404,8,18,cuda:7,20.173758029937744,1179648,0.0,hard_c8_target_only_lr02,3,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_c8_target_only_lr02/subprocess.log,0.2,0,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_c8_target_only_lr02,tuned,1.0016568315528108e-08,2.9629472313293565e-05,0.00033794672895804404,1,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_c8_target_only_lr02/20260516-042348_tuned,0,False,40.0,1.0,search,0.01,20,0.25,8,0.1,1.5,18,0.0
8.61897812380258e-09,2.963086990348529e-05,0.0002907937501294275,32,18,cuda:6,20.159640789031982,1179648,0.0,cand_32_n16_t16,5,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/cand_32_n16_t16/subprocess.log,0.05,16,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/cand_32_n16_t16,tuned,8.61897812380258e-09,2.963086990348529e-05,0.0002907937501294275,1,runtime/gsvq_iquant_hparam/20260516-041814/search/cand_32_n16_t16/20260516-042005_tuned,0,False,40.0,1.0,search,0.01,20,0.25,16,0.1,1.5,18,0.0
7.171466778447156e-09,2.9632317414830646e-05,0.00024195649280905632,8,18,cuda:3,19.849848747253418,1179648,0.0,hard_c8_neighbor_only_lr01,3,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_c8_neighbor_only_lr01/subprocess.log,0.1,8,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_c8_neighbor_only_lr01,tuned,7.171466778447156e-09,2.9632317414830646e-05,0.00024195649280905632,1,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_c8_neighbor_only_lr01/20260516-042407_tuned,0,False,40.0,1.0,search,0.01,20,0.25,0,0.1,1.5,18,0.0
4.850638411714372e-12,2.963948403097068e-05,1.6365459037062304e-07,8,18,cuda:5,20.21308970451355,1179648,0.0,opt_lion,1,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/opt_lion/subprocess.log,0.05,4,lion,runtime/gsvq_iquant_hparam/20260516-041814/search/opt_lion,tuned,4.850638411714372e-12,2.963948403097068e-05,1.6365459037062304e-07,1,runtime/gsvq_iquant_hparam/20260516-041814/search/opt_lion/20260516-042226_tuned,0,False,40.0,1.0,search,0.01,20,0.25,4,0.1,1.5,18,0.0
0.0,2.9639488881609093e-05,0.0,8,18,cuda:7,20.23811626434326,1179648,0.0,strength_0,0,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/strength_0/subprocess.log,0.05,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/strength_0,tuned,-4.530644825232837e-06,3.417013370684193e-05,-0.1528583992568118,1,runtime/gsvq_iquant_hparam/20260516-041814/search/strength_0/20260516-042003_tuned,0,False,40.0,1.0,search,0.01,20,0.0,4,0.1,1.5,18,0.0
0.0,2.9639488881609093e-05,0.0,8,18,cuda:3,20.9346764087677,1179648,0.0,original,0,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/original/subprocess.log,0.05,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/original,original,0.0,2.9639488881609093e-05,0.0,1,runtime/gsvq_iquant_hparam/20260516-041814/search/original/20260516-041822_original,0,False,40.0,1.0,search,0.01,20,0.25,4,0.1,1.5,18,0.0
0.0,2.9639488881609093e-05,0.0,8,18,cuda:3,19.946348667144775,1179648,0.0,lr_0.5,0,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_0.5/subprocess.log,0.5,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_0.5,tuned,0.0,2.9639488881609093e-05,0.0,1,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_0.5/20260516-041902_tuned,0,False,40.0,1.0,search,0.01,20,0.25,4,0.1,1.5,18,0.0
0.0,2.9639488881609093e-05,0.0,8,18,cuda:3,20.62203550338745,1179648,0.0,strength_1,0,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/strength_1/subprocess.log,0.05,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/strength_1,tuned,0.0,2.9639488881609093e-05,0.0,1,runtime/gsvq_iquant_hparam/20260516-041814/search/strength_1/20260516-042042_tuned,0,False,40.0,1.0,search,0.01,20,1.0,4,0.1,1.5,18,0.0
0.0,2.9639488881609093e-05,0.0,8,18,cuda:3,20.21426296234131,1179648,0.0,hard_lr01_strength0,0,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr01_strength0/subprocess.log,0.1,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr01_strength0,tuned,-4.079494829056781e-06,3.3718983710665874e-05,-0.1376371517522373,1,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr01_strength0/20260516-042347_tuned,0,False,40.0,1.0,search,0.03,20,0.0,4,0.1,1.5,18,0.0
0.0,2.9639488881609093e-05,0.0,8,18,cuda:3,21.07280659675598,1179648,0.0,hard_lion_lr001_steps50,0,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lion_lr001_steps50/subprocess.log,0.001,4,lion,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lion_lr001_steps50,tuned,0.0,2.9639488881609093e-05,0.0,1,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lion_lr001_steps50/20260516-042427_tuned,0,False,40.0,1.0,search,0.01,50,0.25,4,0.1,1.5,18,0.0
0.0,2.9639488881609093e-05,0.0,8,18,cuda:5,20.157794952392578,1179648,0.0,lr_1,0,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_1/subprocess.log,1.0,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_1,tuned,0.0,2.9639488881609093e-05,0.0,1,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_1/20260516-041903_tuned,0,False,40.0,1.0,search,0.01,20,0.25,4,0.1,1.5,18,0.0
0.0,2.9639488881609093e-05,0.0,8,18,cuda:5,21.242006540298462,1179648,0.0,hard_lr02_strength0,0,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr02_strength0/subprocess.log,0.2,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr02_strength0,tuned,-4.034300875193567e-06,3.367378975680266e-05,-0.13611236318237582,1,runtime/gsvq_iquant_hparam/20260516-041814/search/hard_lr02_strength0/20260516-042347_tuned,0,False,40.0,1.0,search,0.03,20,0.0,4,0.1,1.5,18,0.0
0.0,2.9639488881609093e-05,0.0,8,18,cuda:6,21.22636604309082,1179648,0.0,lr_0.005,0,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_0.005/subprocess.log,0.005,4,adamw,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_0.005,tuned,0.0,2.9639488881609093e-05,0.0,1,runtime/gsvq_iquant_hparam/20260516-041814/search/lr_0.005/20260516-041822_tuned,0,False,40.0,1.0,search,0.01,20,0.25,4,0.1,1.5,18,0.0
0.0,2.9639488881609093e-05,0.0,8,18,cuda:6,20.03264594078064,1179648,0.0,opt_sgd,0,2.9639488881609093e-05,runtime/gsvq_iquant_hparam/20260516-041814/search/opt_sgd/subprocess.log,0.05,4,sgd,runtime/gsvq_iquant_hparam/20260516-041814/search/opt_sgd,tuned,0.0,2.9639488881609093e-05,0.0,1,runtime/gsvq_iquant_hparam/20260516-041814/search/opt_sgd/20260516-042226_tuned,0,False,40.0,1.0,search,0.01,20,0.25,4,0.1,1.5,18,0.0
