layer,tensors,elements,initial_mse,raw_best_mse,accepted_mse,raw_abs_delta,accepted_abs_delta,raw_rel_delta,accepted_rel_delta,elapsed_sec
0,4,262144,1.4237593404686777e-05,1.4237593404686777e-05,1.4237593404686777e-05,0.0,0.0,0.0,0.0,1.477726936340332
7,5,327680,4.07453604566399e-05,4.07453604566399e-05,4.07453604566399e-05,0.0,0.0,0.0,0.0,0.14868688583374023
14,5,327680,4.41105970821809e-05,4.41105970821809e-05,4.41105970821809e-05,0.0,0.0,0.0,0.0,0.15785789489746094
35,4,262144,1.3070159639028134e-05,1.3070159639028134e-05,1.3070159639028134e-05,0.0,0.0,0.0,0.0,0.18816494941711426
